model,formulation,seed,lambda_budget,fixed_cost,n_customers,n_facilities,n_price_levels,n_options,status,objective,runtime,mip_gap,gap_percent,solved_optimal,opened_facilities,served_customers,service_rate,served_demand,total_revenue,total_opening_cost,lazy_cuts_added,node_count,best_bound,num_vars,num_constraints,base_constraints,effective_constraints,use_cuts,force_open
MILP-2,milp2,1,0.5,50,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,200,200,200,,
MILP-1,milp1,1,0.5,50,3,2,5,10,2,-0.0,0.0010323524475097656,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,95,95,95,,
MILP-3,milp3,1,0.5,50,3,2,5,10,2,-0.0,0.00042819976806640625,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,92,92,92,,
BBC-NoCuts,bbc_no_cuts,1,0.5,50,3,2,5,10,2,-0.0,0.0010347366333007812,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,65,65,65,False,False
BBC,bbc,1,0.5,50,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,65,65,65,True,False
BBC-Paper,bbc_paper,1,0.5,50,3,2,5,10,2,-50.0,0.0009894371032714844,0.0,0.0,True,1,0,0.0,0.0,0.0,50.0,0,0.0,-50.0,42,66,66,66,True,True
MILP-2,milp2,1,0.5,100,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,200,200,200,,
MILP-1,milp1,1,0.5,100,3,2,5,10,2,-0.0,0.001033782958984375,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,95,95,95,,
MILP-3,milp3,1,0.5,100,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,92,92,92,,
BBC-NoCuts,bbc_no_cuts,1,0.5,100,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,65,65,65,False,False
BBC,bbc,1,0.5,100,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,65,65,65,True,False
BBC-Paper,bbc_paper,1,0.5,100,3,2,5,10,2,-100.0,0.0009870529174804688,0.0,0.0,True,1,0,0.0,0.0,0.0,100.0,0,0.0,-100.0,42,66,66,66,True,True
MILP-2,milp2,1,0.5,200,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,200,200,200,,
MILP-1,milp1,1,0.5,200,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,95,95,95,,
MILP-3,milp3,1,0.5,200,3,2,5,10,2,-0.0,0.0010211467742919922,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,92,92,92,,
BBC-NoCuts,bbc_no_cuts,1,0.5,200,3,2,5,10,2,-0.0,0.000995635986328125,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,65,65,65,False,False
BBC,bbc,1,0.5,200,3,2,5,10,2,-0.0,0.001749277114868164,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,65,65,65,True,False
BBC-Paper,bbc_paper,1,0.5,200,3,2,5,10,2,-200.0,0.0,0.0,0.0,True,1,0,0.0,0.0,0.0,200.0,0,0.0,-200.0,42,66,66,66,True,True
MILP-2,milp2,1,1.0,50,3,2,5,10,2,762.324901713146,0.00098419189453125,0.0,0.0,True,1,3,1.0,203.0812254282865,812.324901713146,50.0,0,0.0,762.324901713146,42,197,197,197,,
MILP-1,milp1,1,1.0,50,3,2,5,10,2,762.324901713146,0.0004525184631347656,0.0,0.0,True,1,3,1.0,203.0812254282865,812.324901713146,50.0,0,0.0,762.324901713146,42,92,92,92,,
MILP-3,milp3,1,1.0,50,3,2,5,10,2,762.324901713146,0.0,0.0,0.0,True,1,3,1.0,203.0812254282865,812.324901713146,50.0,0,0.0,762.324901713146,42,89,89,89,,
BBC-NoCuts,bbc_no_cuts,1,1.0,50,3,2,5,10,2,762.324901713146,0.0,0.0,0.0,True,1,3,1.0,203.0812254282865,812.324901713146,50.0,0,0.0,762.324901713146,42,62,62,62,False,False
BBC,bbc,1,1.0,50,3,2,5,10,2,762.324901713146,0.0012290477752685547,0.0,0.0,True,1,3,1.0,203.0812254282865,812.324901713146,50.0,0,1.0,762.324901713146,42,62,62,62,True,False
BBC-Paper,bbc_paper,1,1.0,50,3,2,5,10,2,762.324901713146,0.0010325908660888672,0.0,0.0,True,1,3,1.0,203.0812254282865,812.324901713146,50.0,0,1.0,762.324901713146,42,63,63,63,True,True
MILP-2,milp2,1,1.0,100,3,2,5,10,2,712.324901713146,0.0010266304016113281,0.0,0.0,True,1,3,1.0,203.0812254282865,812.324901713146,100.0,0,0.0,712.324901713146,42,197,197,197,,
MILP-1,milp1,1,1.0,100,3,2,5,10,2,712.324901713146,0.0,0.0,0.0,True,1,3,1.0,203.0812254282865,812.324901713146,100.0,0,0.0,712.324901713146,42,92,92,92,,
MILP-3,milp3,1,1.0,100,3,2,5,10,2,712.324901713146,0.0,0.0,0.0,True,1,3,1.0,203.0812254282865,812.324901713146,100.0,0,0.0,712.324901713146,42,89,89,89,,
BBC-NoCuts,bbc_no_cuts,1,1.0,100,3,2,5,10,2,712.324901713146,0.001013040542602539,0.0,0.0,True,1,3,1.0,203.0812254282865,812.324901713146,100.0,0,0.0,712.324901713146,42,62,62,62,False,False
BBC,bbc,1,1.0,100,3,2,5,10,2,712.324901713146,0.0010225772857666016,0.0,0.0,True,1,3,1.0,203.0812254282865,812.324901713146,100.0,0,1.0,712.324901713146,42,62,62,62,True,False
BBC-Paper,bbc_paper,1,1.0,100,3,2,5,10,2,712.324901713146,0.001039266586303711,0.0,0.0,True,1,3,1.0,203.0812254282865,812.324901713146,100.0,0,1.0,712.324901713146,42,63,63,63,True,True
MILP-2,milp2,1,1.0,200,3,2,5,10,2,612.324901713146,0.0,0.0,0.0,True,1,3,1.0,203.0812254282865,812.324901713146,200.0,0,0.0,612.324901713146,42,197,197,197,,
MILP-1,milp1,1,1.0,200,3,2,5,10,2,612.324901713146,0.0008671283721923828,0.0,0.0,True,1,3,1.0,203.0812254282865,812.324901713146,200.0,0,0.0,612.324901713146,42,92,92,92,,
MILP-3,milp3,1,1.0,200,3,2,5,10,2,612.324901713146,0.0012805461883544922,0.0,0.0,True,1,3,1.0,203.0812254282865,812.324901713146,200.0,0,0.0,612.324901713146,42,89,89,89,,
BBC-NoCuts,bbc_no_cuts,1,1.0,200,3,2,5,10,2,612.324901713146,0.0,0.0,0.0,True,1,3,1.0,203.0812254282865,812.324901713146,200.0,0,0.0,612.324901713146,42,62,62,62,False,False
BBC,bbc,1,1.0,200,3,2,5,10,2,612.324901713146,0.0010116100311279297,0.0,0.0,True,1,3,1.0,203.0812254282865,812.324901713146,200.0,0,1.0,612.324901713146,42,62,62,62,True,False
BBC-Paper,bbc_paper,1,1.0,200,3,2,5,10,2,612.324901713146,0.0006806850433349609,0.0,0.0,True,1,3,1.0,203.0812254282865,812.324901713146,200.0,0,1.0,612.324901713146,42,63,63,63,True,True
MILP-2,milp2,1,1.5,50,3,2,5,10,2,3199.299606852584,0.003397226333618164,0.0,0.0,True,1,3,1.0,203.0812254282865,3249.299606852584,50.0,0,1.0,3199.299606852584,42,182,182,182,,
MILP-1,milp1,1,1.5,50,3,2,5,10,2,3199.299606852584,0.003004312515258789,0.0,0.0,True,1,3,1.0,203.0812254282865,3249.299606852584,50.0,0,1.0,3199.299606852584,42,77,77,77,,
MILP-3,milp3,1,1.5,50,3,2,5,10,2,3199.299606852584,0.004040241241455078,0.0,0.0,True,1,3,1.0,203.0812254282865,3249.299606852584,50.0,0,1.0,3199.299606852584,42,74,74,74,,
BBC-NoCuts,bbc_no_cuts,1,1.5,50,3,2,5,10,2,3199.299606852584,0.0019998550415039062,0.0,0.0,True,1,3,1.0,203.0812254282865,3249.299606852584,50.0,0,1.0,3199.299606852584,42,47,47,47,False,False
BBC,bbc,1,1.5,50,3,2,5,10,2,3199.299606852584,0.0,0.0,0.0,True,1,3,1.0,203.0812254282865,3249.299606852584,50.0,0,1.0,3199.299606852584,42,47,47,47,True,False
BBC-Paper,bbc_paper,1,1.5,50,3,2,5,10,2,3199.299606852584,0.0029654502868652344,0.0,0.0,True,1,3,1.0,203.0812254282865,3249.299606852584,50.0,0,1.0,3199.299606852584,42,48,48,48,True,True
MILP-2,milp2,1,1.5,100,3,2,5,10,2,3149.299606852584,0.0036191940307617188,0.0,0.0,True,1,3,1.0,203.0812254282865,3249.299606852584,100.0,0,1.0,3149.299606852584,42,182,182,182,,
MILP-1,milp1,1,1.5,100,3,2,5,10,2,3149.299606852584,0.0020041465759277344,0.0,0.0,True,1,3,1.0,203.0812254282865,3249.299606852584,100.0,0,1.0,3149.299606852584,42,77,77,77,,
MILP-3,milp3,1,1.5,100,3,2,5,10,2,3149.299606852584,0.0017292499542236328,0.0,0.0,True,1,3,1.0,203.0812254282865,3249.299606852584,100.0,0,1.0,3149.299606852584,42,74,74,74,,
BBC-NoCuts,bbc_no_cuts,1,1.5,100,3,2,5,10,2,3149.299606852584,0.0020051002502441406,0.0,0.0,True,1,3,1.0,203.0812254282865,3249.299606852584,100.0,0,1.0,3149.299606852584,42,47,47,47,False,False
BBC,bbc,1,1.5,100,3,2,5,10,2,3149.299606852584,0.0016858577728271484,0.0,0.0,True,1,3,1.0,203.0812254282865,3249.299606852584,100.0,0,1.0,3149.299606852584,42,47,47,47,True,False
BBC-Paper,bbc_paper,1,1.5,100,3,2,5,10,2,3149.299606852584,0.0,0.0,0.0,True,1,3,1.0,203.0812254282865,3249.299606852584,100.0,0,1.0,3149.299606852584,42,48,48,48,True,True
MILP-2,milp2,1,1.5,200,3,2,5,10,2,3049.299606852584,0.0026717185974121094,0.0,0.0,True,1,3,1.0,203.0812254282865,3249.299606852584,200.0,0,1.0,3049.299606852584,42,182,182,182,,
MILP-1,milp1,1,1.5,200,3,2,5,10,2,3049.299606852584,0.004199028015136719,0.0,0.0,True,1,3,1.0,203.0812254282865,3249.299606852584,200.0,0,1.0,3049.299606852584,42,77,77,77,,
MILP-3,milp3,1,1.5,200,3,2,5,10,2,3049.299606852584,0.0,0.0,0.0,True,1,3,1.0,203.0812254282865,3249.299606852584,200.0,0,1.0,3049.299606852584,42,74,74,74,,
BBC-NoCuts,bbc_no_cuts,1,1.5,200,3,2,5,10,2,3049.299606852584,0.0020313262939453125,0.0,0.0,True,1,3,1.0,203.0812254282865,3249.299606852584,200.0,0,1.0,3049.299606852584,42,47,47,47,False,False
BBC,bbc,1,1.5,200,3,2,5,10,2,3049.299606852584,0.0009846687316894531,0.0,0.0,True,1,3,1.0,203.0812254282865,3249.299606852584,200.0,0,1.0,3049.299606852584,42,47,47,47,True,False
BBC-Paper,bbc_paper,1,1.5,200,3,2,5,10,2,3049.299606852584,0.0,0.0,0.0,True,1,3,1.0,203.0812254282865,3249.299606852584,200.0,0,1.0,3049.299606852584,42,48,48,48,True,True
MILP-2,milp2,2,0.5,50,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,200,200,200,,
MILP-1,milp1,2,0.5,50,3,2,5,10,2,-0.0,0.0013065338134765625,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,95,95,95,,
MILP-3,milp3,2,0.5,50,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,92,92,92,,
BBC-NoCuts,bbc_no_cuts,2,0.5,50,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,65,65,65,False,False
BBC,bbc,2,0.5,50,3,2,5,10,2,-0.0,0.0003769397735595703,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,65,65,65,True,False
BBC-Paper,bbc_paper,2,0.5,50,3,2,5,10,2,-50.0,0.00044274330139160156,0.0,0.0,True,1,0,0.0,0.0,0.0,50.0,0,0.0,-50.0,42,66,66,66,True,True
MILP-2,milp2,2,0.5,100,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,200,200,200,,
MILP-1,milp1,2,0.5,100,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,95,95,95,,
MILP-3,milp3,2,0.5,100,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,92,92,92,,
BBC-NoCuts,bbc_no_cuts,2,0.5,100,3,2,5,10,2,-0.0,0.0009744167327880859,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,65,65,65,False,False
BBC,bbc,2,0.5,100,3,2,5,10,2,-0.0,0.0010285377502441406,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,65,65,65,True,False
BBC-Paper,bbc_paper,2,0.5,100,3,2,5,10,2,-100.0,0.0011358261108398438,0.0,0.0,True,1,0,0.0,0.0,0.0,100.0,0,0.0,-100.0,42,66,66,66,True,True
MILP-2,milp2,2,0.5,200,3,2,5,10,2,-0.0,0.001001596450805664,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,200,200,200,,
MILP-1,milp1,2,0.5,200,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,95,95,95,,
MILP-3,milp3,2,0.5,200,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,92,92,92,,
BBC-NoCuts,bbc_no_cuts,2,0.5,200,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,65,65,65,False,False
BBC,bbc,2,0.5,200,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,65,65,65,True,False
BBC-Paper,bbc_paper,2,0.5,200,3,2,5,10,2,-200.0,0.0005927085876464844,0.0,0.0,True,1,0,0.0,0.0,0.0,200.0,0,0.0,-200.0,42,66,66,66,True,True
MILP-2,milp2,2,1.0,50,3,2,5,10,2,354.7494629613087,0.0010387897491455078,0.0,0.0,True,1,2,0.6666666666666666,101.18736574032718,404.7494629613087,50.0,0,0.0,354.7494629613087,42,198,198,198,,
MILP-1,milp1,2,1.0,50,3,2,5,10,2,354.7494629613087,0.0010156631469726562,0.0,0.0,True,1,2,0.6666666666666666,101.18736574032718,404.7494629613087,50.0,0,0.0,354.7494629613087,42,93,93,93,,
MILP-3,milp3,2,1.0,50,3,2,5,10,2,354.7494629613087,0.0,0.0,0.0,True,1,2,0.6666666666666666,101.18736574032718,404.7494629613087,50.0,0,0.0,354.7494629613087,42,90,90,90,,
BBC-NoCuts,bbc_no_cuts,2,1.0,50,3,2,5,10,2,354.7494629613087,0.0010192394256591797,0.0,0.0,True,1,2,0.6666666666666666,101.18736574032718,404.7494629613087,50.0,0,0.0,354.7494629613087,42,63,63,63,False,False
BBC,bbc,2,1.0,50,3,2,5,10,2,354.7494629613087,0.0009968280792236328,0.0,0.0,True,1,2,0.6666666666666666,101.18736574032718,404.7494629613087,50.0,0,1.0,354.7494629613087,42,63,63,63,True,False
BBC-Paper,bbc_paper,2,1.0,50,3,2,5,10,2,354.7494629613087,0.0014307498931884766,0.0,0.0,True,1,2,0.6666666666666666,101.18736574032718,404.7494629613087,50.0,0,1.0,354.7494629613087,42,64,64,64,True,True
MILP-2,milp2,2,1.0,100,3,2,5,10,2,304.7494629613087,0.0009865760803222656,0.0,0.0,True,1,2,0.6666666666666666,101.18736574032718,404.7494629613087,100.0,0,0.0,304.7494629613087,42,198,198,198,,
MILP-1,milp1,2,1.0,100,3,2,5,10,2,304.7494629613087,0.0,0.0,0.0,True,1,2,0.6666666666666666,101.18736574032718,404.7494629613087,100.0,0,0.0,304.7494629613087,42,93,93,93,,
MILP-3,milp3,2,1.0,100,3,2,5,10,2,304.7494629613087,0.001054525375366211,0.0,0.0,True,1,2,0.6666666666666666,101.18736574032718,404.7494629613087,100.0,0,0.0,304.7494629613087,42,90,90,90,,
BBC-NoCuts,bbc_no_cuts,2,1.0,100,3,2,5,10,2,304.7494629613087,0.002016782760620117,0.0,0.0,True,1,2,0.6666666666666666,101.18736574032718,404.7494629613087,100.0,0,0.0,304.7494629613087,42,63,63,63,False,False
BBC,bbc,2,1.0,100,3,2,5,10,2,304.7494629613087,0.0045757293701171875,0.0,0.0,True,1,2,0.6666666666666666,101.18736574032718,404.7494629613087,100.0,0,1.0,304.7494629613087,42,63,63,63,True,False
BBC-Paper,bbc_paper,2,1.0,100,3,2,5,10,2,304.7494629613087,0.0051136016845703125,0.0,0.0,True,1,2,0.6666666666666666,101.18736574032718,404.7494629613087,100.0,0,1.0,304.7494629613087,42,64,64,64,True,True
MILP-2,milp2,2,1.0,200,3,2,5,10,2,204.7494629613087,0.0009822845458984375,0.0,0.0,True,1,2,0.6666666666666666,101.18736574032718,404.7494629613087,200.0,0,0.0,204.7494629613087,42,198,198,198,,
MILP-1,milp1,2,1.0,200,3,2,5,10,2,204.7494629613087,0.0,0.0,0.0,True,1,2,0.6666666666666666,101.18736574032718,404.7494629613087,200.0,0,0.0,204.7494629613087,42,93,93,93,,
MILP-3,milp3,2,1.0,200,3,2,5,10,2,204.7494629613087,0.0,0.0,0.0,True,1,2,0.6666666666666666,101.18736574032718,404.7494629613087,200.0,0,0.0,204.7494629613087,42,90,90,90,,
BBC-NoCuts,bbc_no_cuts,2,1.0,200,3,2,5,10,2,204.7494629613087,0.0,0.0,0.0,True,1,2,0.6666666666666666,101.18736574032718,404.7494629613087,200.0,0,0.0,204.7494629613087,42,63,63,63,False,False
BBC,bbc,2,1.0,200,3,2,5,10,2,204.7494629613087,0.0020067691802978516,0.0,0.0,True,1,2,0.6666666666666666,101.18736574032718,404.7494629613087,200.0,0,1.0,204.7494629613087,42,63,63,63,True,False
BBC-Paper,bbc_paper,2,1.0,200,3,2,5,10,2,204.7494629613087,0.0010352134704589844,0.0,0.0,True,1,2,0.6666666666666666,101.18736574032718,404.7494629613087,200.0,0,1.0,204.7494629613087,42,64,64,64,True,True
MILP-2,milp2,2,1.5,50,3,2,5,10,2,1379.1737747336172,0.002015352249145508,0.0,0.0,True,2,2,0.6666666666666666,73.95868873668087,1479.1737747336172,100.0,0,1.0,1379.1737747336172,42,181,181,181,,
MILP-1,milp1,2,1.5,50,3,2,5,10,2,1379.1737747336172,0.0030579566955566406,0.0,0.0,True,2,2,0.6666666666666666,73.95868873668087,1479.1737747336172,100.0,0,1.0,1379.1737747336172,42,76,76,76,,
MILP-3,milp3,2,1.5,50,3,2,5,10,2,1379.1737747336172,0.0,0.0,0.0,True,2,2,0.6666666666666666,73.95868873668087,1479.1737747336172,100.0,0,1.0,1379.1737747336172,42,73,73,73,,
BBC-NoCuts,bbc_no_cuts,2,1.5,50,3,2,5,10,2,1431.0141293935371,0.0,0.0,0.0,True,2,3,1.0,117.02565276580773,1531.0141293935371,100.0,0,1.0,1431.0141293935371,42,46,46,46,False,False
BBC,bbc,2,1.5,50,3,2,5,10,2,1379.1737747336172,0.012935876846313477,0.0,0.0,True,2,2,0.6666666666666666,73.95868873668087,1479.1737747336172,100.0,2,1.0,1379.1737747336172,42,46,46,48,True,False
BBC-Paper,bbc_paper,2,1.5,50,3,2,5,10,2,1379.1737747336172,0.007041454315185547,0.0,0.0,True,2,2,0.6666666666666666,73.95868873668087,1479.1737747336172,100.0,2,1.0,1379.1737747336172,42,47,47,49,True,True
MILP-2,milp2,2,1.5,100,3,2,5,10,2,1304.3078331896927,0.0020148754119873047,0.0,0.0,True,1,3,1.0,117.02565276580773,1404.3078331896927,100.0,0,1.0,1304.3078331896927,42,181,181,181,,
MILP-1,milp1,2,1.5,100,3,2,5,10,2,1304.3078331896927,0.0019683837890625,0.0,0.0,True,1,3,1.0,117.02565276580773,1404.3078331896927,100.0,0,1.0,1304.3078331896927,42,76,76,76,,
MILP-3,milp3,2,1.5,100,3,2,5,10,2,1304.3078331896927,0.002933502197265625,0.0,0.0,True,1,3,1.0,117.02565276580773,1404.3078331896927,100.0,0,1.0,1304.3078331896927,42,73,73,73,,
BBC-NoCuts,bbc_no_cuts,2,1.5,100,3,2,5,10,2,1331.0141293935371,0.0020134449005126953,0.0,0.0,True,2,3,1.0,117.02565276580773,1531.0141293935371,200.0,0,1.0,1331.0141293935371,42,46,46,46,False,False
BBC,bbc,2,1.5,100,3,2,5,10,2,1304.3078331896927,0.008420944213867188,0.0,0.0,True,1,3,1.0,117.02565276580773,1404.3078331896927,100.0,1,1.0,1304.3078331896927,42,46,46,47,True,False
BBC-Paper,bbc_paper,2,1.5,100,3,2,5,10,2,1304.3078331896927,0.0,0.0,0.0,True,1,3,1.0,117.02565276580773,1404.3078331896927,100.0,1,1.0,1304.3078331896927,42,47,47,48,True,True
MILP-2,milp2,2,1.5,200,3,2,5,10,2,1204.3078331896927,0.0028333663940429688,0.0,0.0,True,1,3,1.0,117.02565276580773,1404.3078331896927,200.0,0,1.0,1204.3078331896927,42,181,181,181,,
MILP-1,milp1,2,1.5,200,3,2,5,10,2,1204.3078331896927,0.002973318099975586,0.0,0.0,True,1,3,1.0,117.02565276580773,1404.3078331896927,200.0,0,1.0,1204.3078331896927,42,76,76,76,,
MILP-3,milp3,2,1.5,200,3,2,5,10,2,1204.3078331896927,0.0,0.0,0.0,True,1,3,1.0,117.02565276580773,1404.3078331896927,200.0,0,1.0,1204.3078331896927,42,73,73,73,,
BBC-NoCuts,bbc_no_cuts,2,1.5,200,3,2,5,10,2,1204.3078331896927,0.0010340213775634766,0.0,0.0,True,1,3,1.0,117.02565276580773,1404.3078331896927,200.0,0,1.0,1204.3078331896927,42,46,46,46,False,False
BBC,bbc,2,1.5,200,3,2,5,10,2,1204.3078331896927,0.00176239013671875,0.0,0.0,True,1,3,1.0,117.02565276580773,1404.3078331896927,200.0,0,1.0,1204.3078331896927,42,46,46,46,True,False
BBC-Paper,bbc_paper,2,1.5,200,3,2,5,10,2,1204.3078331896927,0.0006017684936523438,0.0,0.0,True,1,3,1.0,117.02565276580773,1404.3078331896927,200.0,0,1.0,1204.3078331896927,42,47,47,47,True,True
MILP-2,milp2,3,0.5,50,3,2,5,10,2,-0.0,0.0009799003601074219,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,200,200,200,,
MILP-1,milp1,3,0.5,50,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,95,95,95,,
MILP-3,milp3,3,0.5,50,3,2,5,10,2,-0.0,0.0028688907623291016,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,92,92,92,,
BBC-NoCuts,bbc_no_cuts,3,0.5,50,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,65,65,65,False,False
BBC,bbc,3,0.5,50,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,65,65,65,True,False
BBC-Paper,bbc_paper,3,0.5,50,3,2,5,10,2,-50.0,0.0006816387176513672,0.0,0.0,True,1,0,0.0,0.0,0.0,50.0,0,0.0,-50.0,42,66,66,66,True,True
MILP-2,milp2,3,0.5,100,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,200,200,200,,
MILP-1,milp1,3,0.5,100,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,95,95,95,,
MILP-3,milp3,3,0.5,100,3,2,5,10,2,-0.0,0.0009634494781494141,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,92,92,92,,
BBC-NoCuts,bbc_no_cuts,3,0.5,100,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,65,65,65,False,False
BBC,bbc,3,0.5,100,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,65,65,65,True,False
BBC-Paper,bbc_paper,3,0.5,100,3,2,5,10,2,-100.0,0.0,0.0,0.0,True,1,0,0.0,0.0,0.0,100.0,0,0.0,-100.0,42,66,66,66,True,True
MILP-2,milp2,3,0.5,200,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,200,200,200,,
MILP-1,milp1,3,0.5,200,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,95,95,95,,
MILP-3,milp3,3,0.5,200,3,2,5,10,2,-0.0,0.0010020732879638672,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,92,92,92,,
BBC-NoCuts,bbc_no_cuts,3,0.5,200,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,65,65,65,False,False
BBC,bbc,3,0.5,200,3,2,5,10,2,-0.0,0.0007843971252441406,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,65,65,65,True,False
BBC-Paper,bbc_paper,3,0.5,200,3,2,5,10,2,-200.0,0.0,0.0,0.0,True,1,0,0.0,0.0,0.0,200.0,0,0.0,-200.0,42,66,66,66,True,True
MILP-2,milp2,3,1.0,50,3,2,5,10,2,953.7537415292664,0.0014352798461914062,0.0,0.0,True,1,1,0.3333333333333333,83.64614512743887,1003.7537415292664,50.0,0,0.0,953.7537415292664,42,197,197,197,,
MILP-1,milp1,3,1.0,50,3,2,5,10,2,953.7537415292664,0.0,0.0,0.0,True,1,1,0.3333333333333333,83.64614512743887,1003.7537415292664,50.0,0,0.0,953.7537415292664,42,92,92,92,,
MILP-3,milp3,3,1.0,50,3,2,5,10,2,953.7537415292664,0.001239776611328125,0.0,0.0,True,1,1,0.3333333333333333,83.64614512743887,1003.7537415292664,50.0,0,0.0,953.7537415292664,42,89,89,89,,
BBC-NoCuts,bbc_no_cuts,3,1.0,50,3,2,5,10,2,953.7537415292664,0.0018417835235595703,0.0,0.0,True,1,1,0.3333333333333333,83.64614512743887,1003.7537415292664,50.0,0,1.0,953.7537415292664,42,62,62,62,False,False
BBC,bbc,3,1.0,50,3,2,5,10,2,953.7537415292664,0.0,0.0,0.0,True,1,1,0.3333333333333333,83.64614512743887,1003.7537415292664,50.0,0,1.0,953.7537415292664,42,62,62,62,True,False
BBC-Paper,bbc_paper,3,1.0,50,3,2,5,10,2,953.7537415292664,0.0010344982147216797,0.0,0.0,True,1,1,0.3333333333333333,83.64614512743887,1003.7537415292664,50.0,0,1.0,953.7537415292664,42,63,63,63,True,True
